,bathrooms,bedrooms,city,country,currency,daysOnZillow,group_type,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isShowcaseListing,isUnmappable,isZillowOwned,latitude,livingArea,longitude,newConstructionType,price,priceForHDP,priceSuffix,providerListingID,rentZestimate,shouldHighlight,state,streetAddress,unit,zipcode,zpid,listing_sub_type.is_newHome,lotAreaUnit,lotAreaValue,zestimate,taxAssessedValue,listing_sub_type.is_FSBA,openHouse,listing_sub_type.is_openHouse,open_house_info.open_house_showing,datePriceChanged,priceChange,priceReduction
21,,,Salem,USA,USD,5,,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/ff3b72e68565c226425ddc3a36b43d2f-p_e.jpg,False,True,False,False,False,False,False,40.01125,,-111.66656,,495000.0,495000.0,,,1700.0,False,UT,730 Summit Dr,,84653,2061731341,,acres,0.7699999999999999,,,True,,,,,,
22,,,Salem,USA,USD,5,,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/c0266d58eda9a82834200cbf7895e194-p_e.jpg,False,True,False,False,False,False,False,40.003414,,-111.65995,,699000.0,699000.0,,,1700.0,False,UT,40 W Cougar Run,,84653,2066570711,,acres,1.32,,,True,,,,,,
23,3.0,3.0,Pleasant Grove,USA,USD,5,,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/75f3357822e72aa2631e4091983bff7c-p_e.jpg,False,True,False,False,False,False,False,40.360382,1298.0,-111.75211,,380000.0,380000.0,,,1800.0,False,UT,781 W 260 S,,84062,104445787,,sqft,871.2,383600.0,232300.0,True,,,,,,
24,3.0,5.0,Payson,USA,USD,5,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ce1b72b8b9a0a28687922147f902c640-p_e.jpg,False,True,False,False,False,False,False,40.02583,2050.0,-111.73339,,519967.0,519967.0,,,1542.0,False,UT,52 W 1200 S,,84651,54942180,,acres,0.25,537400.0,279400.0,True,,,,,,
25,3.0,6.0,Springville,USA,USD,5,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/acf753062d49938db7f197f5629bee03-p_e.jpg,False,True,False,False,False,False,False,40.153988,3014.0,-111.61196,,1900000.0,1900000.0,,,3193.0,False,UT,886 S 50th St W,,84663,2065517952,,acres,5.46,,,True,,,,,,
26,3.0,3.0,American Fork,USA,USD,5,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b06b93d073ceb2dd2fadef61501c5fd5-p_e.jpg,False,True,False,False,False,False,False,40.35721,1680.0,-111.802086,BUILDER_SPEC,532990.0,532990.0,,,,False,UT,253 W 960 S #828,# 828,84003,2054516876,True,sqft,7405.2,,,,,,,,,
27,3.0,3.0,Saratoga Springs,USA,USD,5,,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/719da6083b19f5093d9e04f27c02b5e0-p_e.jpg,False,True,False,False,False,False,False,40.36621,1311.0,-111.8911,NEW_CONSTRUCTION_TYPE_OTHER,379990.0,379990.0,,,1749.0,False,UT,244 N Bearing Dr #2121,# 2121,84045,2054541832,True,sqft,1306.8,,,,,,,,,
28,3.0,3.0,Orem,USA,USD,-1,,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/c078d162e494ef17060acf867005c390-p_e.jpg,False,True,False,False,False,False,False,40.261044,1625.0,-111.7184,,465000.0,465000.0,,,1394.0,False,UT,1122 W 1970 S #701,# 701,84058,2061477696,,sqft,435.6,,,True,,,,1698994800000.0,-50000.0,"$50,000 (Nov 3)"
29,8.0,6.0,Woodland Hills,USA,USD,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/d4f6c46c8fe7b91094d9423ded229fae-p_e.jpg,False,True,False,True,False,False,False,40.007793,8034.0,-111.66124,BUILDER_SPEC,4187900.0,4187900.0,,29675351,1550.0,False,UT,927 S Summit Creek Dr,,84653,247990189,True,acres,0.9,4045900.0,297600.0,,,,,1698994800000.0,287900.0,
30,2.0,3.0,Lehi,USA,USD,5,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/8d41a6be7ed88c78888b3c4dfedc859f-p_e.jpg,False,True,False,False,False,False,False,40.41491,2610.0,-111.885414,,510000.0,510000.0,,,,False,UT,2238 W 2150th St N,,84043,2054521274,,sqft,6534.0,,,True,,,,,,
31,3.0,5.0,Provo,USA,USD,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/79bad69d42f9efd3ad18f210df2cc83f-p_e.jpg,False,True,False,False,False,False,False,40.204906,3360.0,-111.628334,,600000.0,600000.0,,,2445.0,False,UT,2098 S Mountain Vista Ln,,84606,11910892,,acres,0.6900000000000001,606900.0,314300.0,True,Sat. 10am-12pm,True,"[{'open_house_end': 1699732800000, 'open_house_start': 1699725600000}]",,,
32,4.0,5.0,Salem,USA,USD,5,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3de44073da12db9803b286591e6b860c-p_e.jpg,False,True,False,False,False,False,False,40.04976,5311.0,-111.65461,BUILDER_SPEC,998500.0,998500.0,,,1700.0,False,UT,1475 S 920 E,,84653,2057778459,True,acres,0.38,,,,,,,1698994800000.0,713500.0,
33,3.0,3.0,Spanish Fork,USA,USD,5,,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/68f6427ea639651a4f64cea5f6fdbb9f-p_e.jpg,False,True,False,False,False,False,False,40.121254,1957.0,-111.72246,,450000.0,450000.0,,,1967.0,False,UT,1044 S 2800 E,,84660,2056161182,,sqft,435.6,444900.0,,True,,,,,,
34,,,Lehi,USA,USD,6,,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/d2b45576e1e62200b549c56c17264197-p_e.jpg,False,True,False,False,False,False,False,40.40315,,-111.84853,,500000.0,500000.0,,,1350.0,False,UT,1329 N 100th St E,,84043,2054529757,,acres,1.69,,,True,,,,,,
35,3.0,5.0,Saratoga Springs,USA,USD,-1,BUILDER_COMMUNITY,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/2fd54337a4641aa38fa87f7287127a2a-p_e.jpg,False,True,False,True,False,False,False,40.41,2698.0,-111.9278,BUILDER_PLAN,778900.0,778900.0,+,29008750,2514.0,False,UT,"Yosemite Plan, Primrose : Estates",# PXA6W3,84045,2078523030,True,,,761400.0,,,,,,1699430400000.0,2000.0,
36,4.0,5.0,Saratoga Springs,USA,USD,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/9da8e7944cc8a29aa9478525cd3f69e9-p_e.jpg,False,True,False,False,False,False,False,40.378212,3547.0,-111.936874,,700000.0,700000.0,,,2199.0,False,UT,882 N Joshua Dr,,84045,65205023,,sqft,9147.6,700500.0,414700.0,True,Thu. 4:30-6:30pm,True,"[{'open_house_end': 1699583400000, 'open_house_start': 1699576200000}]",,,
37,3.0,4.0,Saratoga Springs,USA,USD,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/dd111ffd720a7e606395f37182307a1b-p_e.jpg,False,True,False,True,False,False,False,40.299187,4266.0,-111.88246,BUILDER_SPEC,729519.0,729519.0,,30101885,3099.0,False,UT,3412 S Killdeer Dr E #101,# 101,84045,2060330749,True,acres,0.25,727900.0,,,,,,1699430400000.0,-7000.0,"$7,000 (Nov 8)"
38,3.0,4.0,Springville,USA,USD,-1,,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/fp/d82b98d72e07a13eaa6f33c8c4d5719b-p_e.jpg,False,True,False,False,False,False,False,40.188343,2338.0,-111.60895,,434800.0,434800.0,,,2194.0,False,UT,1569 N 150th St E,,84663,2054538844,,sqft,1742.4,,,True,,,,1699430400000.0,-100.0,$100 (Nov 8)
39,3.0,4.0,Mapleton,USA,USD,6,BUILDER_COMMUNITY,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/978680d7c867cf48f8edea3da0b7bec8-p_e.jpg,False,True,False,True,False,False,False,40.102585,3632.0,-111.59639,BUILDER_PLAN,621950.0,621950.0,+,29800031,2795.0,False,UT,"Redwood Plan, Mapleton Heights",# OIEUWO,84664,2061991726,True,,,615300.0,,,,,,1697180400000.0,6000.0,
40,2.0,3.0,Saratoga Springs,USA,USD,6,,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/50029117dce83ee5329b2d405746f4d7-p_e.jpg,False,True,False,False,False,False,False,,1272.0,,NEW_CONSTRUCTION_TYPE_OTHER,346900.0,346900.0,,,1694.0,False,UT,1772 N Buckeye Way #O101,# O101,84045,2054875582,True,,,351100.0,,,,,,,,
0,3.0,4.0,Mapleton,USA,USD,6,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/09f94fdbe07541eb846b2389b7f3fb50-p_e.jpg,False,True,False,False,False,False,False,40.10119,4256.0,-111.5931,BUILDER_SPEC,856796.0,856796.0,,,3724.0,False,UT,1324 W Juniper Ct S #22,# 22,84664,2054534936,True,acres,0.5,,,,,,,1699430400000.0,16806.0,
1,3.0,3.0,American Fork,USA,USD,-1,BUILDER_COMMUNITY,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/2871b9e996ee3cbc3c38d7e858a95d5e-p_e.jpg,False,True,False,True,False,False,False,40.36328,1861.0,-111.80183,BUILDER_PLAN,496990.0,496990.0,+,29625496,2149.0,False,UT,"Boxelder Plan, Vista at Stonecreek",# VE9CYD,84003,2066624751,True,,,496600.0,,,,,,,,
2,3.0,5.0,Saratoga Springs,USA,USD,-1,BUILDER_COMMUNITY,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/9b6fd7a356b50f86a95b4287a5c4a7bc-p_e.jpg,False,True,False,True,False,False,False,40.4099,2777.0,-111.9317,BUILDER_PLAN,714900.0,714900.0,+,29008768,2532.0,False,UT,"Redwood Plan, Primrose : Cottages",# KOKN56,84045,2078523032,True,,,702600.0,,,Sat. 8-8:30am,True,"[{'open_house_end': 1699720200000, 'open_house_start': 1699718400000}, {'open_house_end': 1700152200000, 'open_house_start': 1700150400000}]",1698390000000.0,2000.0,
3,6.0,5.0,Springville,USA,USD,6,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/92d81430ef4274829854c4d525e57444-p_e.jpg,False,True,False,False,False,False,False,40.162052,5682.0,-111.61992,BUILDER_SPEC,1950000.0,1950000.0,,,4800.0,False,UT,472 W 350th St S,,84663,2058476767,True,acres,0.5900000000000001,2011500.0,,,,,,1698303600000.0,1553000.0,
4,3.0,5.0,Saratoga Springs,USA,USD,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/fff67c4343924cbfc9ba3e4cf4cd6831-p_e.jpg,False,True,False,False,False,False,False,40.38096,2658.0,-111.93713,,619900.0,619900.0,,,2489.0,False,UT,857 W Mustang Cir,,84045,59762720,,acres,0.27999999999999997,628100.0,339700.0,True,Sat. 11am-1pm,True,"[{'open_house_end': 1699736400000, 'open_house_start': 1699729200000}]",,,
5,3.0,5.0,Eagle Mountain,USA,USD,6,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b123548677bdc2a22a8510e69e8ead44-p_e.jpg,False,True,False,False,False,False,False,40.386105,2532.0,-111.980484,,465000.0,465000.0,,,2685.0,False,UT,9641 N Bridge St,,84005,247990193,,sqft,5662.8,496800.0,280400.0,True,,,,,,
6,6.0,6.0,Provo,USA,USD,6,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/75b3675458238eb79f7984d6dad2515f-p_e.jpg,False,True,False,False,False,False,False,40.276264,7395.0,-111.635895,,1850000.0,1850000.0,,,4574.0,False,UT,3201 Piute Dr,,84604,55719988,,acres,0.42000000000000004,1840200.0,754500.0,True,,,,,,
7,1.0,3.0,Orem,USA,USD,6,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/16c3f380ff69a1f9ca67072924446ad1-p_e.jpg,False,True,False,False,False,False,False,40.31982,1196.0,-111.69453,,359000.0,359000.0,,,1599.0,False,UT,1234 N 50 E,,84057,11898526,,sqft,9147.6,375200.0,237900.0,True,,,,,,
8,6.0,5.0,Salem,USA,USD,6,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/4a2f20690cc3e7a818ee50a055eff96e-p_e.jpg,False,True,False,False,False,False,False,40.011337,5672.0,-111.66358,,2779900.0,2779900.0,,,11210.0,False,UT,668 Summit Dr,,84653,2057455697,,acres,0.7,2805600.0,,True,,,,,,
9,4.0,6.0,Pleasant Grove,USA,USD,6,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/460f43946facd0ca305739c09d896b15-p_e.jpg,False,True,False,False,False,False,False,40.36283,4600.0,-111.7176,,1100000.0,1100000.0,,,3678.0,False,UT,1005 E 100 S,,84062,124445395,,sqft,10454.4,1105500.0,668800.0,True,,,,,,
10,3.0,4.0,Saratoga Springs,USA,USD,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/64916ab5158a3c287147a32385a6b214-p_e.jpg,False,True,False,True,False,False,False,40.299187,3632.0,-111.88246,BUILDER_SPEC,654084.0,654084.0,,30101885,2999.0,False,UT,3403 S Killdeer Dr #108,# 108,84045,2067265175,True,sqft,10018.8,646900.0,,,,,,,,
11,4.0,4.0,Saratoga Springs,USA,USD,6,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/e12f2e31349f72b91c889480a6d53424-p_e.jpg,False,True,False,False,False,False,False,40.374435,2736.0,-111.91483,,550000.0,550000.0,,,2433.0,False,UT,63 E Argyle Way,,84045,117642619,,sqft,6098.4,557400.0,314100.0,True,,,,1698908400000.0,20001.0,
12,4.0,8.0,Spanish Fork,USA,USD,6,,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/fp/eacc84a68341a44f9a4404bf3464f7c2-p_e.jpg,False,True,False,False,False,False,False,40.11457,3600.0,-111.6525,,709900.0,709900.0,,,2495.0,False,UT,368 N 100 E,,84660,11891093,,sqft,10018.8,713800.0,328400.0,True,,,,,,
13,,,Payson,USA,USD,-1,,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/d5410b106c0909dbdf4c29630a79fd83-p_e.jpg,False,True,False,False,False,False,False,40.01917,,-111.79331,,2300000.0,2300000.0,,,,False,UT,5895 W 11600 S,,84651,2054529033,,acres,22.1,,,True,,,,1699167600000.0,-200000.0,"$200,000 (Nov 5)"
14,2.0,3.0,Orem,USA,USD,6,,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/df0638a98b9bc6369004c7a7fc613df9-p_e.jpg,False,True,False,False,False,False,False,40.323044,961.0,-111.72675,,294000.0,294000.0,,,1525.0,False,UT,1444 N 1300 W,,84057,2069452129,,sqft,871.2,,,True,,,,,,
15,4.0,4.0,Highland,USA,USD,6,,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/f5bdb9bdf94659ecde9b5ccff2552842-p_e.jpg,False,True,False,False,False,False,False,40.429478,3174.0,-111.78788,,599900.0,599900.0,,,2359.0,False,UT,10870 N Marble Mnr,,84003,309883322,,sqft,1306.8,599000.0,400000.0,True,,,,,,
16,3.0,4.0,American Fork,USA,USD,6,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/68db6bf7c808004d790a9d5b71710e59-p_e.jpg,False,True,False,False,False,False,False,40.395355,2950.0,-111.79072,BUILDER_SPEC,719990.0,719990.0,,,2746.0,False,UT,912 N 290th St E #807,# 807,84003,2055325958,True,sqft,7840.8,726500.0,,,,,,,,
17,2.0,3.0,Springville,USA,USD,6,,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/3f92e16495bb64449781458f68c5f2b2-p_e.jpg,False,True,False,False,False,False,False,40.14926,1075.0,-111.642975,,259000.0,259000.0,,,1550.0,False,UT,1768 W 1300 S APT 305,Apt 305,84663,2073397102,,,,,,True,,,,,,
18,1.0,2.0,Pleasant Grove,USA,USD,6,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/00deebf82f3d22ffd28b57508a2647a8-p_e.jpg,False,True,False,False,False,False,False,40.357105,1118.0,-111.72757,,450000.0,450000.0,,,1359.0,False,UT,593 S Locust Ave,,84062,11886758,,acres,0.31,457600.0,255300.0,True,,,,,,
19,3.0,3.0,Springville,USA,USD,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ca4aa97d5511ee3d78fc90530d12cefc-p_e.jpg,False,True,False,False,False,False,False,40.153454,2002.0,-111.62669,,529900.0,529900.0,,,2149.0,False,UT,923 S 875 W,,84663,333094090,,sqft,7840.8,553800.0,95200.0,True,Sat. 11am-1pm,True,"[{'open_house_end': 1699736400000, 'open_house_start': 1699729200000}]",1699344000000.0,-5100.0,"$5,100 (Nov 7)"
20,3.0,3.0,Eagle Mountain,USA,USD,6,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/6b29a0e1fe4f8b46fe96c9042b54a1b2-p_e.jpg,False,True,False,False,False,False,False,40.350063,3044.0,-111.97272,,649900.0,649900.0,,,2282.0,False,UT,7167 N Skyview Ln,,84005,306579015,,sqft,8712.0,691500.0,361600.0,True,,,,1698908400000.0,29901.0,
21,9.0,7.0,Orem,USA,USD,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3a0d3e6876f5529e029059fd167ae926-p_e.jpg,False,True,False,False,False,False,False,40.3241,27020.0,-111.684456,BUILDER_SPEC,3899973.0,3899973.0,,,24045.0,False,UT,479 E 1450 N,,84097,11940123,True,acres,1.23,3855300.0,2498600.0,,,,,,,
22,3.0,3.0,Saratoga Springs,USA,USD,6,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/1cd45bc24d96ae14cad5d5cd0b39dd3f-p_e.jpg,False,True,False,False,False,False,False,,1464.0,,BUILDER_SPEC,433030.0,433030.0,,,2089.0,False,UT,58 E Stroll Ave #801,# 801,84045,2054539382,True,sqft,3049.2,,,,,,,,,
23,3.0,3.0,Saratoga Springs,USA,USD,6,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/7ab3d8a6cb3011bc348195fed8ec3db8-p_e.jpg,False,True,False,False,False,False,False,,1747.0,,BUILDER_SPEC,469990.0,469990.0,,,2100.0,False,UT,62 E Stroll Ave #802,# 802,84045,2054540251,True,sqft,3049.2,,,,,,,,,
24,,,Salem,USA,USD,6,,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/453eee1ef2982f6db6e85c57120806ce-p_e.jpg,False,True,False,False,False,False,False,,,,,399000.0,399000.0,,,1774.0,False,UT,941 S Summit Dr,,84653,2054529924,,acres,0.71,,,True,,,,,,
25,,,Salem,USA,USD,6,,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/6ae732e7d264d438b1a3e8de96f84dd3-p_e.jpg,False,True,False,False,False,False,False,40.038147,,-111.68407,,249900.0,249900.0,,,1494.0,False,UT,657 W 1050 S,,84653,2076613183,,acres,0.3,,,True,,,,,,
26,4.0,5.0,Salem,USA,USD,6,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0e56738c435936ca69061d483512024c-p_e.jpg,False,True,False,False,False,False,False,40.038097,4803.0,-111.663475,,1175000.0,1175000.0,,,4485.0,False,UT,1085 S 500 E,,84653,2058847097,,acres,0.4,,,True,,,,,,
27,2.0,4.0,Pleasant Grove,USA,USD,6,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/fb48beabb3549e5ceea8503fda88f229-p_e.jpg,False,True,False,False,False,False,False,40.37271,2349.0,-111.76594,,549900.0,549900.0,,,1849.0,False,UT,1767 W 870 N,,84062,11940767,,sqft,8712.0,554700.0,344500.0,True,,,,,,
28,4.0,4.0,Mapleton,USA,USD,6,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/dbfc66b059199c37eb37fb6b23ce9cd8-p_e.jpg,False,True,False,False,False,False,False,,3808.0,,BUILDER_SPEC,749900.0,749900.0,,,3099.0,False,UT,954 W Chokecherry Dr #138,# 138,84664,2055317815,True,sqft,10454.4,695900.0,,,,,,,,
29,5.0,6.0,Alpine,USA,USD,6,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/7306f02c7e75de6e123b95924c052531-p_e.jpg,False,True,False,False,False,False,False,40.474586,6264.0,-111.762375,,2490000.0,2490000.0,,,5260.0,False,UT,13343 N Alpine Cove Dr,,84004,11908506,,acres,1.0,2418300.0,875700.0,True,,,,1698908400000.0,1091000.0,
30,8.0,6.0,Alpine,USA,USD,6,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/685d070a922fd98a615aa95e2ead2e6d-p_e.jpg,False,True,False,False,False,False,False,40.485836,11592.0,-111.74964,BUILDER_SPEC,8000000.0,8000000.0,,,2817.0,False,UT,13615 Grove Dr,,84004,190537814,True,acres,2.3,,841400.0,,,,,,,
31,3.0,6.0,Eagle Mountain,USA,USD,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/89a8edd03a9e0ff1d9c311e591100d52-p_e.jpg,False,True,False,False,False,False,False,40.380592,3289.0,-111.99598,,849000.0,849000.0,,,1450.0,False,UT,9250 N Hawk Ln E,,84005,2071479228,,acres,1.24,,,True,Sat. 11am-1pm,True,"[{'open_house_end': 1699736400000, 'open_house_start': 1699729200000}]",,,
32,3.0,4.0,Lehi,USA,USD,6,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ce66b887650a68cf195225598fba1317-p_e.jpg,False,True,False,False,False,False,False,,4430.0,,BUILDER_SPEC,1019000.0,1019000.0,,,3974.0,False,UT,1783 Bad Rock Cir #301,# 301,84043,2056459344,True,acres,0.3,993400.0,,,,,,,,
33,3.0,4.0,American Fork,USA,USD,6,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/7f6744fcbf63de3fca9fa7784ccada1b-p_e.jpg,False,True,False,False,False,False,False,40.370922,3359.0,-111.804825,,599900.0,599900.0,,,1399.0,False,UT,228 W 310th Cir S #3B,# 3B,84003,2071478726,,sqft,7405.2,,,True,,,,,,
34,2.0,3.0,Salem,USA,USD,6,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/73e979bf1b3d4d0d0b2b76b0dba02b25-p_e.jpg,False,True,False,False,False,False,False,,4200.0,,BUILDER_SPEC,799900.0,799900.0,,,3049.0,False,UT,1102 S 670 W,,84653,2054539067,True,acres,0.3,,,,,,,,,
35,6.0,7.0,Salem,USA,USD,6,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/4c6c64f57d8f1dcb74b028c7e23aaa85-p_e.jpg,False,True,False,False,False,False,False,40.0017,6381.0,-111.65306,,1550000.0,1550000.0,,,5623.0,False,UT,1125 S Eagle Nest Dr,,84653,2057594549,,acres,0.73,1403500.0,,True,,,,,,
36,3.0,3.0,Lehi,USA,USD,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/4b09283fc053df0c9c0e4f2654a57704-p_e.jpg,False,True,False,False,False,False,False,,2675.0,,,589000.0,589000.0,,,2299.0,False,UT,4392 Bergen Ln,,84043,2054981817,,sqft,3049.2,590500.0,,True,,,,,,
37,4.0,4.0,Salem,USA,USD,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/23ab679853b968704291926751f30253-p_e.jpg,False,True,False,False,False,False,False,40.010937,7807.0,-111.6635,,3000000.0,3000000.0,,,4645.0,False,UT,772 S Nebo Cir,,84653,190541124,,acres,0.8800000000000001,,150800.0,True,,,,1698908400000.0,-300000.0,"$300,000 (Nov 2)"
38,4.0,6.0,Saratoga Springs,USA,USD,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/34aee9b6b7c95fc318bc8dca274ea7c7-p_e.jpg,False,True,False,False,False,False,False,40.328213,4950.0,-111.904854,,1350000.0,1350000.0,,,5208.0,False,UT,1867 S Prairie Pond Rd,,84045,125813621,,acres,0.47000000000000003,1335400.0,517500.0,True,,,,1695106800000.0,-100000.0,"$100,000 (Sep 19)"
39,3.0,5.0,American Fork,USA,USD,6,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0ff9cfc3b07ac6e595c22a7769ccdb05-p_e.jpg,False,True,False,False,False,False,False,40.38403,2375.0,-111.7856,,625000.0,625000.0,,,1099.0,False,UT,353 N 500th St E,,84003,2067143621,,acres,0.5700000000000001,,,True,,,,,,
40,2.0,3.0,Santaquin,USA,USD,-1,,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/55dcaa103c1b1c35092cbe0ebf9a0721-p_e.jpg,False,True,False,True,False,False,False,39.95274,1311.0,-111.8102,BUILDER_SPEC,323990.0,323990.0,,29266867,1758.0,False,UT,1286 S Ute Dr #318,# 318,84655,2054984230,True,sqft,871.2,331500.0,,,,,,1697785200000.0,-5000.0,"$5,000 (Oct 20)"
0,3.0,3.0,American Fork,USA,USD,7,BUILDER_COMMUNITY,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ffc82794b68776413467de7f3ceb2c89-p_e.jpg,False,True,False,True,False,False,False,40.355587,1742.0,-111.82387,BUILDER_PLAN,494990.0,494990.0,+,29667796,2100.0,False,UT,"Amesbury Plan, The Views at Lakeshore",# GW4FX7,84003,2063078836,True,,,495100.0,,,,,,1675411200000.0,-60000.0,
1,3.0,3.0,Saratoga Springs,USA,USD,-1,,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/c76bba3d7165955ee1022242968fafa2-p_e.jpg,False,True,False,True,False,False,False,40.36616,1508.0,-111.8912,BUILDER_SPEC,372990.0,372990.0,,19772284,1980.0,False,UT,952 E Drifter Ln #2253,# 2253,84045,2054624732,True,sqft,871.2,374800.0,,,,,,,,
2,3.0,5.0,Saratoga Springs,USA,USD,-1,BUILDER_COMMUNITY,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/f814128a0d63db48f1fb614d450c6b8c-p_e.jpg,False,True,False,True,False,False,False,40.41,3080.0,-111.9278,BUILDER_PLAN,827900.0,827900.0,+,29008750,2800.0,False,UT,"Teton Plan, Primrose : Estates",# 1CA4KT,84045,2078523034,True,,,807100.0,,,,,,1699430400000.0,2000.0,
